0,42853,0.082247
10,31048,0.141837
20,2760,0.147134
30,3980,0.154773
40,1704,0.158043
50,920,0.159809
60,125,0.160049
70,19,0.160085
80,6,0.160097
90,4,0.160104
100,4,0.160112
110,1,0.160114
120,23,0.160158
130,2109,0.164206
140,45794,0.252097
150,52548,0.352952
160,14560,0.380896
170,8204,0.396642
180,4886,0.406020
190,2707,0.411215
200,846,0.412839
210,376,0.413560
220,218,0.413979
230,138,0.414244
240,104,0.414443
250,104,0.414643
260,104,0.414843
270,2310,0.419276
280,27115,0.471317
290,86160,0.636682
300,83213,0.796391
310,43889,0.880627
320,25911,0.930357
330,14741,0.958649
340,8888,0.975708
350,5036,0.985373
360,2783,0.990715
370,1401,0.993403
380,828,0.994993
390,604,0.996152
400,498,0.997108
410,291,0.997666
420,164,0.997981
430,99,0.998171
440,53,0.998273
450,36,0.998342
460,33,0.998405
470,23,0.998449
480,9,0.998466
490,7,0.998480
500,13,0.998505
510,13,0.998530
520,8,0.998545
530,4,0.998553
540,8,0.998568
550,13,0.998593
560,11,0.998614
570,15,0.998643
580,15,0.998672
590,7,0.998685
600,14,0.998712
610,8,0.998728
620,17,0.998760
630,15,0.998789
640,20,0.998827
650,12,0.998850
660,20,0.998889
670,22,0.998931
680,30,0.998989
690,26,0.999038
700,28,0.999092
710,20,0.999131
720,29,0.999186
730,26,0.999236
740,22,0.999278
750,19,0.999315
760,15,0.999344
770,12,0.999367
780,13,0.999392
790,8,0.999407
800,22,0.999449
810,11,0.999470
820,16,0.999501
830,12,0.999524
840,18,0.999559
850,15,0.999587
860,18,0.999622
870,17,0.999655
880,21,0.999695
890,12,0.999718
900,11,0.999739
910,11,0.999760
920,13,0.999785
930,7,0.999798
940,6,0.999810
950,12,0.999833
960,2,0.999837
970,8,0.999852
980,4,0.999860
990,4,0.999868
1000,8,0.999883
1010,4,0.999891
1020,3,0.999896
1030,2,0.999900
1040,1,0.999902
1050,1,0.999904
1060,2,0.999908
1070,1,0.999910
1080,3,0.999916
1090,4,0.999923
1100,2,0.999927
1110,1,0.999929
1120,1,0.999931
1140,1,0.999933
1150,1,0.999935
1170,1,0.999937
1180,1,0.999939
1200,1,0.999941
1220,1,0.999942
1230,1,0.999944
1250,1,0.999946
1260,1,0.999948
1280,1,0.999950
1290,1,0.999952
1300,2,0.999956
1310,1,0.999958
1320,1,0.999960
1370,1,0.999962
1430,1,0.999964
1610,1,0.999965
1760,1,0.999967
1990,1,0.999969
2230,1,0.999971
2260,1,0.999973
2670,1,0.999975
2810,1,0.999977
2920,1,0.999979
3020,1,0.999981
3030,1,0.999983
3240,1,0.999985
3250,1,0.999987
3280,1,0.999988
3360,1,0.999990
3400,1,0.999992
3430,1,0.999994
5690,1,0.999996
6130,1,0.999998
7040,1,1.000000

