0,59821,0.006136
10,161686,0.022720
20,131436,0.036202
30,85481,0.044970
40,51270,0.050229
50,32877,0.053601
60,23192,0.055980
70,19174,0.057947
80,16789,0.059669
90,15277,0.061236
100,14714,0.062745
110,14068,0.064188
120,14926,0.065719
130,70003,0.072900
140,218593,0.095321
150,207626,0.116618
160,163033,0.133341
170,161038,0.149859
180,162850,0.166562
190,148609,0.181806
200,127271,0.194860
210,116285,0.206788
220,114074,0.218489
230,112839,0.230063
240,106326,0.240969
250,100524,0.251280
260,101705,0.261712
270,136541,0.275717
280,139028,0.289978
290,129444,0.303255
300,132971,0.316894
310,139438,0.331197
320,141631,0.345724
330,133951,0.359464
340,125291,0.372315
350,121953,0.384824
360,121962,0.397334
370,122592,0.409909
380,121729,0.422395
390,118932,0.434594
400,117413,0.446637
410,115455,0.458480
420,113163,0.470087
430,111876,0.481562
440,111876,0.493038
450,109970,0.504318
460,106867,0.515279
470,102858,0.525830
480,101176,0.536207
490,99161,0.546379
500,98401,0.556472
510,96127,0.566332
520,93442,0.575916
530,91150,0.585266
540,90569,0.594556
550,88025,0.603585
560,87033,0.612512
570,84395,0.621168
580,83308,0.629714
590,81260,0.638049
600,78578,0.646108
610,77323,0.654040
620,75503,0.661784
630,74471,0.669423
640,72831,0.676893
650,70905,0.684166
660,69567,0.691302
670,68104,0.698287
680,67345,0.705195
690,65595,0.711923
700,64192,0.718508
710,62468,0.724915
720,61228,0.731196
730,59541,0.737303
740,58276,0.743280
750,56894,0.749116
760,55414,0.754800
770,55075,0.760449
780,53288,0.765915
790,52167,0.771266
800,51547,0.776553
810,49782,0.781659
820,48699,0.786655
830,47811,0.791559
840,46950,0.796374
850,45534,0.801045
860,43963,0.805554
870,43367,0.810003
880,41969,0.814308
890,41198,0.818533
900,40338,0.822671
910,39231,0.826695
920,38671,0.830661
930,37419,0.834500
940,36809,0.838275
950,35432,0.841909
960,35097,0.845509
970,34204,0.849018
980,33353,0.852439
990,32608,0.855784
1000,31735,0.859039
1010,30933,0.862212
1020,29930,0.865282
1030,29428,0.868300
1040,28797,0.871254
1050,28042,0.874130
1060,27283,0.876929
1070,26691,0.879666
1080,25990,0.882332
1090,25188,0.884916
1100,24988,0.887479
1110,23935,0.889934
1120,23438,0.892338
1130,22763,0.894673
1140,22299,0.896960
1150,21652,0.899181
1160,20904,0.901325
1170,20641,0.903443
1180,20031,0.905497
1190,19565,0.907504
1200,19021,0.909455
1210,18555,0.911358
1220,17778,0.913182
1230,17669,0.914994
1240,17171,0.916755
1250,16929,0.918492
1260,16379,0.920172
1270,16089,0.921822
1280,15466,0.923409
1290,15006,0.924948
1300,14767,0.926462
1310,14590,0.927959
1320,13942,0.929389
1330,13716,0.930796
1340,13356,0.932166
1350,13058,0.933505
1360,12502,0.934788
1370,12335,0.936053
1380,12044,0.937288
1390,11703,0.938489
1400,11687,0.939687
1410,11102,0.940826
1420,10974,0.941952
1430,10625,0.943042
1440,10399,0.944108
1450,10170,0.945151
1460,9999,0.946177
1470,9785,0.947181
1480,9564,0.948162
1490,9380,0.949124
1500,9109,0.950058
1510,8866,0.950968
1520,8412,0.951830
1530,8461,0.952698
1540,8302,0.953550
1550,8060,0.954377
1560,7845,0.955181
1570,7599,0.955961
1580,7518,0.956732
1590,7227,0.957473
1600,7291,0.958221
1610,7132,0.958952
1620,6928,0.959663
1630,6779,0.960358
1640,6634,0.961039
1650,6577,0.961714
1660,6326,0.962362
1670,6333,0.963012
1680,6121,0.963640
1690,5979,0.964253
1700,5930,0.964861
1710,5745,0.965451
1720,5542,0.966019
1730,5501,0.966583
1740,5499,0.967147
1750,5169,0.967678
1760,5341,0.968225
1770,5107,0.968749
1780,5089,0.969271
1790,5005,0.969785
1800,4716,0.970268
1810,4616,0.970742
1820,4572,0.971211
1830,4435,0.971666
1840,4461,0.972123
1850,4424,0.972577
1860,4338,0.973022
1870,4163,0.973449
1880,4156,0.973875
1890,4081,0.974294
1900,3833,0.974687
1910,3906,0.975088
1920,3759,0.975473
1930,3604,0.975843
1940,3640,0.976216
1950,3636,0.976589
1960,3539,0.976952
1970,3509,0.977312
1980,3365,0.977657
1990,3305,0.977996
2000,3354,0.978340
2010,3217,0.978670
2020,3200,0.978999
2030,2957,0.979302
2040,2969,0.979606
2050,2990,0.979913
2060,2961,0.980217
2070,2973,0.980522
2080,2964,0.980826
2090,2769,0.981110
2100,2808,0.981398
2110,2774,0.981682
2120,2657,0.981955
2130,2601,0.982222
2140,2532,0.982481
2150,2553,0.982743
2160,2489,0.982999
2170,2468,0.983252
2180,2428,0.983501
2190,2317,0.983738
2200,2290,0.983973
2210,2262,0.984205
2220,2244,0.984436
2230,2139,0.984655
2240,2129,0.984873
2250,2137,0.985093
2260,2098,0.985308
2270,2106,0.985524
2280,2000,0.985729
2290,1970,0.985931
2300,1994,0.986135
2310,1926,0.986333
2320,1930,0.986531
2330,1875,0.986723
2340,1794,0.986907
2350,1783,0.987090
2360,1760,0.987271
2370,1780,0.987453
2380,1675,0.987625
2390,1717,0.987801
2400,1639,0.987969
2410,1676,0.988141
2420,1519,0.988297
2430,1587,0.988460
2440,1577,0.988622
2450,1478,0.988773
2460,1544,0.988932
2470,1464,0.989082
2480,1504,0.989236
2490,1447,0.989384
2500,1392,0.989527
2510,1368,0.989668
2520,1396,0.989811
2530,1397,0.989954
2540,1316,0.990089
2550,1386,0.990231
2560,1329,0.990368
2570,1294,0.990500
2580,1306,0.990634
2590,1274,0.990765
2600,1231,0.990891
2610,1250,0.991019
2620,1157,0.991138
2630,1192,0.991260
2640,1132,0.991376
2650,1088,0.991488
2660,1134,0.991604
2670,1066,0.991714
2680,1123,0.991829
2690,1056,0.991937
2700,997,0.992039
2710,1048,0.992147
2720,999,0.992249
2730,1043,0.992356
2740,963,0.992455
2750,995,0.992557
2760,923,0.992652
2770,992,0.992754
2780,978,0.992854
2790,895,0.992946
2800,872,0.993035
2810,904,0.993128
2820,849,0.993215
2830,860,0.993303
2840,880,0.993394
2850,847,0.993480
2860,829,0.993565
2870,844,0.993652
2880,785,0.993733
2890,854,0.993820
2900,803,0.993903
2910,826,0.993987
2920,783,0.994068
2930,736,0.994143
2940,689,0.994214
2950,750,0.994291
2960,721,0.994365
2970,676,0.994434
2980,712,0.994507
2990,672,0.994576
3000,721,0.994650
3010,647,0.994716
3020,637,0.994782
3030,626,0.994846
3040,654,0.994913
3050,621,0.994977
3060,576,0.995036
3070,654,0.995103
3080,598,0.995164
3090,565,0.995222
3100,625,0.995286
3110,606,0.995348
3120,588,0.995409
3130,560,0.995466
3140,535,0.995521
3150,553,0.995578
3160,534,0.995632
3170,534,0.995687
3180,511,0.995740
3190,526,0.995794
3200,490,0.995844
3210,492,0.995894
3220,502,0.995946
3230,510,0.995998
3240,487,0.996048
3250,483,0.996098
3260,512,0.996150
3270,458,0.996197
3280,449,0.996243
3290,491,0.996293
3300,457,0.996340
3310,428,0.996384
3320,465,0.996432
3330,402,0.996473
3340,395,0.996514
3350,401,0.996555
3360,402,0.996596
3370,395,0.996637
3380,418,0.996679
3390,371,0.996717
3400,402,0.996759
3410,399,0.996800
3420,403,0.996841
3430,400,0.996882
3440,353,0.996918
