0,159,0.000015
10,1229,0.000132
20,2466,0.000368
30,2012,0.000559
40,1598,0.000712
50,1067,0.000814
60,762,0.000886
70,613,0.000945
80,454,0.000988
90,353,0.001022
100,272,0.001048
110,216,0.001068
120,249,0.001092
130,2620,0.001342
140,21222,0.003366
150,55558,0.008664
160,68382,0.015186
170,68044,0.021675
180,68724,0.028229
190,70948,0.034995
200,68816,0.041558
210,62553,0.047523
220,56796,0.052940
230,52957,0.057990
240,47966,0.062564
250,45240,0.066879
260,44343,0.071108
270,44961,0.075396
280,58578,0.080982
290,89953,0.089561
300,116605,0.100681
310,133420,0.113405
320,157246,0.128401
330,181464,0.145707
340,188680,0.163701
350,180633,0.180927
360,173932,0.197515
370,170825,0.213806
380,171972,0.230206
390,172795,0.246685
400,170875,0.262981
410,165007,0.278718
420,154637,0.293465
430,144783,0.307272
440,138130,0.320446
450,134808,0.333302
460,132443,0.345933
470,126333,0.357981
480,119906,0.369416
490,113526,0.380242
500,108429,0.390583
510,105281,0.400623
520,103467,0.410491
530,102232,0.420240
540,99173,0.429698
550,95027,0.438761
560,92280,0.447561
570,90775,0.456218
580,90363,0.464836
590,90525,0.473469
600,89831,0.482036
610,88623,0.490488
620,88160,0.498895
630,88182,0.507305
640,88384,0.515734
650,89063,0.524228
660,90458,0.532854
670,91566,0.541587
680,92073,0.550368
690,92587,0.559197
700,94212,0.568182
710,96350,0.577371
720,97998,0.586717
730,99754,0.596230
740,100242,0.605790
750,101270,0.615448
760,102454,0.625218
770,103082,0.635049
780,104040,0.644971
790,105261,0.655010
800,105393,0.665061
810,106350,0.675203
820,106910,0.685399
830,107350,0.695636
840,109638,0.706092
850,110371,0.716618
860,111771,0.727277
870,113061,0.738060
880,113782,0.748911
890,114600,0.759840
900,115711,0.770875
910,115914,0.781929
920,115352,0.792930
930,114094,0.803811
940,112773,0.814566
950,110950,0.825147
960,108190,0.835465
970,104456,0.845426
980,100904,0.855049
990,97285,0.864327
1000,93125,0.873208
1010,87811,0.881583
1020,83117,0.889509
1030,78238,0.896971
1040,73452,0.903976
1050,69096,0.910565
1060,64511,0.916717
1070,60003,0.922440
1080,56198,0.927799
1090,51646,0.932724
1100,47839,0.937287
1110,44758,0.941555
1120,41370,0.945501
1130,38451,0.949168
1140,35639,0.952566
1150,32805,0.955695
1160,30325,0.958587
1170,28135,0.961270
1180,26152,0.963764
1190,24535,0.966104
1200,22615,0.968261
1210,20849,0.970249
1220,19638,0.972122
1230,18118,0.973850
1240,16838,0.975455
1250,15723,0.976955
1260,14716,0.978358
1270,13735,0.979668
1280,12435,0.980854
1290,11835,0.981983
1300,10909,0.983023
1310,10341,0.984009
1320,9439,0.984910
1330,8800,0.985749
1340,8036,0.986515
1350,7376,0.987219
1360,6927,0.987879
1370,6565,0.988505
1380,6166,0.989093
1390,5574,0.989625
1400,5332,0.990133
1410,4890,0.990600
1420,4638,0.991042
1430,4247,0.991447
1440,3994,0.991828
1450,3757,0.992186
1460,3541,0.992524
1470,3374,0.992846
1480,3214,0.993152
1490,2974,0.993436
1500,2760,0.993699
1510,2605,0.993948
1520,2438,0.994180
1530,2298,0.994399
1540,2178,0.994607
1550,2012,0.994799
1560,2021,0.994991
1570,1864,0.995169
1580,1781,0.995339
1590,1608,0.995492
1600,1667,0.995651
1610,1583,0.995802
1620,1457,0.995941
1630,1390,0.996074
1640,1359,0.996204
1650,1267,0.996324
1660,1200,0.996439
1670,1181,0.996551
1680,1120,0.996658
1690,1067,0.996760
1700,1043,0.996859
1710,985,0.996953
1720,965,0.997045
1730,888,0.997130
1740,875,0.997214
1750,807,0.997290
1760,835,0.997370
1770,783,0.997445
1780,789,0.997520
1790,743,0.997591
1800,691,0.997657
1810,670,0.997721
1820,607,0.997779
1830,603,0.997836
1840,590,0.997892
1850,581,0.997948
1860,514,0.997997
1870,520,0.998046
1880,517,0.998096
1890,481,0.998142
1900,439,0.998183
1910,474,0.998229
1920,484,0.998275
1930,464,0.998319
1940,392,0.998356
1950,389,0.998394
1960,407,0.998432
1970,375,0.998468
1980,377,0.998504
1990,346,0.998537
2000,348,0.998570
2010,324,0.998601
2020,320,0.998632
2030,303,0.998661
2040,299,0.998689
2050,293,0.998717
2060,260,0.998742
2070,292,0.998770
2080,261,0.998795
2090,286,0.998822
2100,286,0.998849
2110,274,0.998875
2120,237,0.998898
2130,247,0.998921
2140,254,0.998946
2150,230,0.998968
2160,234,0.998990
2170,228,0.999012
2180,238,0.999034
2190,231,0.999056
2200,205,0.999076
2210,197,0.999095
2220,193,0.999113
2230,227,0.999135
2240,226,0.999156
2250,251,0.999180
2260,211,0.999200
2270,208,0.999220
2280,219,0.999241
2290,217,0.999262
2300,211,0.999282
2310,214,0.999302
2320,215,0.999323
2330,212,0.999343
2340,202,0.999362
2350,230,0.999384
2360,216,0.999405
2370,206,0.999424
2380,225,0.999446
2390,229,0.999468
2400,194,0.999486
2410,191,0.999504
2420,192,0.999523
2430,196,0.999541
2440,225,0.999563
2450,201,0.999582
2460,181,0.999599
2470,188,0.999617
2480,190,0.999635
2490,183,0.999653
2500,161,0.999668
2510,153,0.999683
2520,202,0.999702
2530,158,0.999717
2540,141,0.999731
2550,156,0.999745
2560,152,0.999760
2570,123,0.999772
2580,123,0.999783
2590,125,0.999795
2600,103,0.999805
2610,120,0.999817
2620,100,0.999826
2630,93,0.999835
2640,111,0.999846
2650,86,0.999854
2660,85,0.999862
2670,65,0.999868
2680,60,0.999874
2690,53,0.999879
2700,58,0.999884
2710,62,0.999890
2720,56,0.999896
2730,44,0.999900
2740,44,0.999904
2750,40,0.999908
2760,46,0.999912
2770,41,0.999916
2780,28,0.999919
2790,29,0.999922
2800,37,0.999925
2810,35,0.999928
2820,36,0.999932
2830,35,0.999935
2840,24,0.999938
2850,29,0.999940
2860,23,0.999942
2870,26,0.999945
2880,19,0.999947
2890,25,0.999949
2900,19,0.999951
2910,19,0.999953
2920,18,0.999955
2930,17,0.999956
2940,17,0.999958
2950,20,0.999960
2960,13,0.999961
2970,14,0.999962
2980,13,0.999963
2990,12,0.999965
3000,14,0.999966
3010,8,0.999967
3020,10,0.999968
3030,9,0.999969
3040,13,0.999970
3050,3,0.999970
3060,9,0.999971
3070,9,0.999972
3080,9,0.999973
3090,9,0.999973
3100,7,0.999974
3110,13,0.999975
3120,2,0.999976
3130,7,0.999976
3140,8,0.999977
3150,5,0.999977
3160,3,0.999978
3170,8,0.999979
3180,3,0.999979
3190,3,0.999979
3200,2,0.999979
3210,2,0.999979
3220,7,0.999980
3230,5,0.999981
3240,2,0.999981
3250,2,0.999981
3260,5,0.999982
3270,2,0.999982
3280,5,0.999982
3290,2,0.999982
3300,3,0.999983
3310,3,0.999983
3320,2,0.999983
3330,8,0.999984
3340,2,0.999984
3350,2,0.999984
3360,1,0.999984
3370,2,0.999985
3380,1,0.999985
3400,3,0.999985
3420,1,0.999985
3430,1,0.999985
3440,2,0.999985
3450,2,0.999986
3460,3,0.999986
3470,1,0.999986
3490,2,0.999986
3500,2,0.999986
3510,3,0.999987
3520,2,0.999987
3530,2,0.999987
3540,2,0.999987
3560,2,0.999987
3570,4,0.999988
3580,6,0.999988
3590,2,0.999988
3600,1,0.999989
3610,1,0.999989
3620,1,0.999989
3630,3,0.999989
3640,5,0.999990
3650,1,0.999990
3660,4,0.999990
3670,10,0.999991
3680,1,0.999991
3690,1,0.999991
3700,3,0.999991
3710,4,0.999992
3730,3,0.999992
3740,4,0.999992
3750,3,0.999993
3760,1,0.999993
3770,5,0.999993
3780,2,0.999994
3790,1,0.999994
3800,1,0.999994
3810,1,0.999994
3820,2,0.999994
3830,1,0.999994
3840,1,0.999994
3850,2,0.999994
3860,1,0.999994
3870,1,0.999995
3900,2,0.999995
3910,1,0.999995
3920,1,0.999995
3960,1,0.999995
3970,1,0.999995
3980,2,0.999995
4000,3,0.999996
4010,2,0.999996
4020,1,0.999996
4040,1,0.999996
4050,1,0.999996
4060,1,0.999996
4070,2,0.999996
4090,1,0.999996
4110,3,0.999997
4160,1,0.999997
4180,1,0.999997
4230,1,0.999997
4250,1,0.999997
4260,2,0.999997
4280,3,0.999998
4290,2,0.999998
4300,1,0.999998
